G,Date,Age,Opp,W/L,At,Name,Tm,GS,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc_y,BPM
4,2022-10-29,24-057,MEM,W (+1),,Nickeil Alexander-Walker  ,UTA,0.0,20.833333333333332,4.0,8.0,2.0,5.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,3.0,0.619,0.625,0.0,13.6,6.2,19.3,4.5,3.8,10.1,19.8,123.0,112.0,9.4,2.8
5,2022-10-31,24-059,MEM,W (+16),,Nickeil Alexander-Walker  ,UTA,0.0,3.283333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,26.6,14.6,0.0,14.2,0.0,50.0,25.7,0.0,70.0,-0.8,-18.7
6,2022-11-04,24-063,LAL,W (+14),@,Nickeil Alexander-Walker  ,UTA,0.0,7.783333333333333,2.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.676,0.625,0.0,14.7,7.0,0.0,0.0,0.0,18.4,29.1,108.0,126.0,2.9,-6.9
7,2022-11-06,24-065,LAC,W (+8),@,Nickeil Alexander-Walker  ,UTA,0.0,8.733333333333333,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,28.2,14.9,0.0,0.0,0.0,33.3,15.5,0.0,105.0,-2.6,-22.6
8,2022-11-07,24-066,LAL,W (+23),,Nickeil Alexander-Walker  ,UTA,0.0,12.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,7.5,3.9,6.9,16.7,20.2,15.0,107.0,-2.9,-21.2
9,2022-11-12,24-071,WAS,L (-9),@,Nickeil Alexander-Walker  ,UTA,0.0,2.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,-9.7
10,2022-11-21,24-080,LAC,L (-7),@,Nickeil Alexander-Walker  ,UTA,0.0,9.366666666666667,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,-14.0,1.136,0.0,0.0,12.5,6.0,12.8,0.0,0.0,77.3,17.1,60.0,127.0,-0.4,-16.9
11,2022-11-25,24-084,GSW,L (-11),@,Nickeil Alexander-Walker  ,UTA,0.0,30.183333333333334,3.0,11.0,0.0,6.0,2.0,2.0,3.0,2.0,5.0,6.0,3.0,1.0,1.0,3.0,8.0,2.0,0.337,0.273,9.9,7.4,8.7,23.1,4.7,2.8,7.8,17.4,103.0,123.0,9.9,-1.8
12,2022-11-26,24-085,PHO,L (-1),@,Nickeil Alexander-Walker  ,UTA,0.0,16.033333333333335,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,-12.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,16.7,17.6,168.0,132.0,8.3,11.8
1,2022-10-20,27-012,PHI,W (+2),@,Grayson Allen  ,MIL,1.0,32.06666666666667,3.0,10.0,2.0,6.0,4.0,5.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,1.0,12.0,-1.0,0.492,0.4,0.0,9.6,4.9,20.3,0.0,0.0,19.7,22.3,89.0,101.0,6.1,-2.9
2,2022-10-22,27-014,HOU,W (+20),,Grayson Allen  ,MIL,1.0,27.866666666666667,3.0,11.0,2.0,7.0,3.0,4.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,11.0,4.0,0.431,0.364,8.6,9.6,9.2,8.0,1.7,0.0,0.0,19.9,109.0,110.0,8.0,-5.1
3,2022-10-26,27-018,BRK,W (+11),,Grayson Allen  ,MIL,1.0,28.133333333333333,1.0,8.0,1.0,6.0,2.0,2.0,0.0,5.0,5.0,4.0,0.0,0.0,1.0,0.0,5.0,17.0,0.282,0.188,0.0,18.2,9.4,18.3,0.0,0.0,10.1,14.2,82.0,103.0,3.1,-6.0
4,2022-10-28,27-020,NYK,W (+11),,Grayson Allen  ,MIL,1.0,28.783333333333335,6.0,10.0,4.0,6.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,2.0,17.0,23.0,0.814,0.8,2.8,9.3,5.9,10.4,1.6,0.0,8.7,15.0,153.0,109.0,14.6,7.8
5,2022-10-29,27-021,ATL,W (+8),,Grayson Allen  ,MIL,1.0,20.1,1.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,-4.0,0.2,0.2,5.4,5.1,5.2,0.0,2.4,0.0,0.0,10.3,64.0,119.0,0.9,-10.8
6,2022-10-31,27-023,DET,W (+2),,Grayson Allen  ,MIL,1.0,19.883333333333333,2.0,4.0,1.0,3.0,4.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,9.0,11.0,0.781,0.625,0.0,9.9,5.2,14.6,2.5,0.0,41.0,20.4,98.0,110.0,5.6,-1.5
7,2022-11-02,27-025,DET,W (+25),,Grayson Allen  ,MIL,1.0,24.983333333333334,2.0,6.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,5.0,18.0,0.417,0.417,0.0,4.9,2.2,19.6,1.9,0.0,0.0,9.7,119.0,95.0,4.5,-3.5
8,2022-11-04,27-027,MIN,W (+13),@,Grayson Allen  ,MIL,1.0,29.933333333333334,3.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,0.0,2.0,2.0,10.0,25.0,0.85,0.8,10.9,5.9,8.2,8.9,3.1,0.0,25.4,11.5,137.0,98.0,11.0,3.6
9,2022-11-05,27-028,OKC,W (+14),,Grayson Allen  ,MIL,0.0,20.883333333333333,6.0,8.0,5.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,19.0,8.0,1.07,1.063,0.0,5.0,2.5,9.5,4.9,4.7,18.4,21.7,157.0,94.0,17.5,25.5
10,2022-11-07,27-030,ATL,L (-19),@,Grayson Allen  ,MIL,1.0,27.733333333333334,3.0,8.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,11.0,-17.0,0.619,0.563,0.0,0.0,0.0,16.9,0.0,2.5,25.3,18.4,97.0,120.0,5.2,-3.9
11,2022-11-09,27-032,OKC,W (+4),@,Grayson Allen  ,MIL,1.0,35.03333333333333,5.0,8.0,2.0,3.0,6.0,6.0,1.0,2.0,3.0,6.0,0.0,1.0,3.0,5.0,18.0,10.0,0.846,0.75,3.3,5.5,4.5,23.8,0.0,2.5,22.0,17.1,145.0,120.0,15.6,3.4
12,2022-11-14,27-037,ATL,L (-15),,Grayson Allen  ,MIL,1.0,9.616666666666667,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-6.0,0.347,0.0,11.6,0.0,5.5,0.0,5.0,0.0,0.0,12.5,100.0,117.0,2.3,-2.0
13,2022-11-18,27-041,PHI,L (-8),@,Grayson Allen  ,MIL,0.0,26.6,3.0,6.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.583,0.583,8.4,9.0,8.7,5.1,1.8,3.6,14.3,11.4,112.0,110.0,7.0,-0.4
14,2022-11-21,27-044,POR,W (+8),,Grayson Allen  ,MIL,1.0,31.8,5.0,8.0,2.0,5.0,5.0,5.0,2.0,6.0,8.0,2.0,0.0,0.0,0.0,2.0,17.0,9.0,0.833,0.75,7.9,20.6,14.7,7.7,0.0,0.0,0.0,13.9,179.0,116.0,17.2,3.2
15,2022-11-23,27-046,CHI,L (-5),,Grayson Allen  ,MIL,1.0,32.8,4.0,8.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,13.0,2.0,0.697,0.625,10.7,3.5,7.1,8.3,0.0,0.0,9.7,12.6,143.0,120.0,11.0,1.9
16,2022-11-25,27-048,CLE,W (+15),,Grayson Allen  ,MIL,1.0,28.25,2.0,8.0,1.0,6.0,3.0,3.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,0.0,8.0,9.0,0.429,0.313,0.0,18.9,10.1,22.0,3.6,0.0,9.7,16.4,106.0,103.0,9.2,1.1
17,2022-11-27,27-050,DAL,W (+9),,Grayson Allen  ,MIL,1.0,31.9,8.0,10.0,7.0,8.0,2.0,4.0,0.0,2.0,2.0,5.0,2.0,1.0,0.0,2.0,25.0,20.0,1.063,1.15,0.0,7.9,4.2,20.9,3.1,3.9,0.0,16.8,207.0,117.0,26.4,22.9
1,2022-10-19,24-181,TOR,L (-3),@,Jarrett Allen  ,CLE,1.0,33.86666666666667,5.0,8.0,0.0,0.0,3.0,4.0,5.0,5.0,10.0,0.0,0.0,2.0,1.0,2.0,13.0,2.0,0.666,0.625,20.2,16.1,17.9,0.0,0.0,5.1,9.3,14.6,136.0,112.0,13.6,0.9
2,2022-10-22,24-184,CHI,W (+32),@,Jarrett Allen  ,CLE,1.0,28.6,4.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,1.0,2.0,2.0,8.0,5.0,0.667,0.667,15.3,10.1,12.1,8.1,0.0,3.1,25.0,12.2,122.0,103.0,7.7,-0.8
3,2022-10-23,24-185,WAS,W (+10),,Jarrett Allen  ,CLE,1.0,37.5,6.0,13.0,0.0,0.0,3.0,4.0,6.0,8.0,14.0,3.0,0.0,2.0,0.0,2.0,15.0,-1.0,0.508,0.462,18.0,31.4,23.8,13.0,0.0,4.8,0.0,17.4,136.0,104.0,17.2,3.5
4,2022-10-26,24-188,ORL,W (+11),,Jarrett Allen  ,CLE,1.0,29.65,7.0,11.0,0.0,0.0,4.0,5.0,7.0,9.0,16.0,1.0,1.0,1.0,1.0,5.0,18.0,11.0,0.682,0.636,25.2,35.5,30.1,6.6,1.7,2.8,7.0,20.5,143.0,90.0,19.7,8.4
5,2022-10-28,24-190,BOS,W (+9),@,Jarrett Allen  ,CLE,1.0,39.65,5.0,9.0,0.0,1.0,2.0,4.0,3.0,8.0,11.0,2.0,0.0,0.0,0.0,2.0,12.0,25.0,0.558,0.556,10.6,28.1,19.3,7.0,0.0,0.0,0.0,12.3,137.0,117.0,12.0,1.9
6,2022-10-30,24-192,NYK,W (+13),,Jarrett Allen  ,CLE,1.0,25.816666666666666,3.0,8.0,0.0,1.0,0.0,0.0,3.0,10.0,13.0,1.0,0.0,0.0,2.0,0.0,6.0,5.0,0.375,0.375,13.0,41.3,27.5,5.2,0.0,0.0,20.0,16.7,83.0,105.0,5.4,-8.3
7,2022-11-02,24-195,BOS,W (+1),,Jarrett Allen  ,CLE,1.0,36.38333333333333,6.0,11.0,0.0,0.0,2.0,2.0,3.0,11.0,14.0,0.0,0.0,2.0,3.0,2.0,14.0,-17.0,0.589,0.545,8.2,32.0,19.8,0.0,0.0,5.6,20.2,17.8,99.0,100.0,11.7,0.0
8,2022-11-04,24-197,DET,W (+24),@,Jarrett Allen  ,CLE,1.0,31.516666666666666,11.0,16.0,0.0,0.0,1.0,2.0,2.0,5.0,7.0,0.0,0.0,2.0,4.0,2.0,23.0,20.0,0.681,0.688,8.7,16.6,13.2,0.0,0.0,6.6,19.2,30.0,105.0,95.0,15.3,-3.9
9,2022-11-06,24-199,LAL,W (+14),@,Jarrett Allen  ,CLE,1.0,27.75,5.0,13.0,0.0,0.0,6.0,6.0,3.0,8.0,11.0,0.0,2.0,2.0,1.0,4.0,16.0,5.0,0.512,0.385,12.4,28.2,20.9,0.0,3.4,5.8,6.0,25.7,111.0,89.0,14.2,1.9
10,2022-11-07,24-200,LAC,L (-2),@,Jarrett Allen  ,CLE,1.0,32.86666666666667,4.0,10.0,0.0,0.0,2.0,3.0,4.0,16.0,20.0,3.0,2.0,2.0,0.0,0.0,10.0,3.0,0.442,0.4,15.8,55.6,37.0,11.8,3.0,7.1,0.0,15.1,125.0,111.0,17.3,6.1
11,2022-11-09,24-202,SAC,L (-7),@,Jarrett Allen  ,CLE,1.0,32.833333333333336,7.0,11.0,0.0,0.0,6.0,7.0,2.0,5.0,7.0,1.0,0.0,1.0,1.0,4.0,20.0,-13.0,0.71,0.636,8.6,22.8,15.5,4.1,0.0,4.0,6.6,19.5,148.0,130.0,16.4,2.2
12,2022-11-11,24-204,GSW,L (-5),@,Jarrett Allen  ,CLE,1.0,33.18333333333333,6.0,8.0,0.0,0.0,1.0,2.0,1.0,8.0,9.0,1.0,0.0,0.0,2.0,2.0,13.0,0.0,0.732,0.75,2.9,28.9,14.5,5.1,0.0,0.0,18.4,13.9,115.0,114.0,10.4,0.0
13,2022-11-18,24-211,CHO,W (+10),,Jarrett Allen  ,CLE,1.0,45.6,8.0,11.0,0.0,0.0,4.0,5.0,1.0,11.0,12.0,2.0,0.0,4.0,2.0,3.0,20.0,6.0,0.758,0.727,3.0,23.3,14.8,6.6,0.0,7.7,13.2,15.5,135.0,103.0,20.1,5.0
14,2022-11-20,24-213,MIA,W (+26),,Jarrett Allen  ,CLE,1.0,27.15,4.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,3.0,3.0,8.0,13.0,0.667,0.667,5.5,18.8,13.4,9.6,0.0,0.0,33.3,14.6,97.0,97.0,4.8,-3.8
15,2022-11-21,24-214,ATL,W (+12),,Jarrett Allen  ,CLE,1.0,33.166666666666664,3.0,5.0,0.0,0.0,2.0,2.0,0.0,11.0,11.0,1.0,2.0,1.0,1.0,0.0,8.0,11.0,0.68,0.6,0.0,36.2,22.1,3.8,3.0,2.7,14.5,10.0,119.0,96.0,11.4,5.2
16,2022-11-23,24-216,POR,W (+18),,Jarrett Allen  ,CLE,1.0,36.06666666666667,10.0,12.0,0.0,0.0,4.0,4.0,5.0,8.0,13.0,2.0,1.0,0.0,6.0,3.0,24.0,19.0,0.872,0.833,20.8,27.3,24.4,9.6,1.5,0.0,30.4,26.3,127.0,106.0,20.7,4.1
17,2022-11-25,24-218,MIL,L (-15),@,Jarrett Allen  ,CLE,1.0,12.066666666666666,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,0.174,0.0,8.8,20.4,14.2,11.7,4.2,7.8,0.0,10.7,76.0,111.0,2.1,-2.8
1,2022-10-19,24-190,BRK,W (+22),@,Jose Alvarado  ,NOP,0.0,15.716666666666667,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,3.0,0.583,0.583,0.0,12.5,6.1,15.0,0.0,0.0,0.0,14.7,143.0,110.0,5.2,-1.5
2,2022-10-21,24-192,CHO,W (+12),@,Jose Alvarado  ,NOP,0.0,14.633333333333333,2.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,6.0,-4.0,0.615,0.625,0.0,13.4,7.3,9.3,3.2,0.0,29.1,18.8,91.0,109.0,3.9,-3.4
3,2022-10-23,24-194,UTA,L (-1),,Jose Alvarado  ,NOP,0.0,24.166666666666668,3.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,7.0,-5.0,0.583,0.583,0.0,14.3,7.4,21.2,2.0,3.7,33.3,15.3,91.0,112.0,6.0,-0.1
4,2022-10-25,24-196,DAL,W (+2),,Jose Alvarado  ,NOP,1.0,25.983333333333334,6.0,8.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,13.0,12.0,0.813,0.813,0.0,16.8,8.8,16.8,4.1,0.0,20.0,18.9,129.0,118.0,12.4,5.8
5,2022-10-28,24-199,PHO,L (-13),@,Jose Alvarado  ,NOP,1.0,29.316666666666666,4.0,12.0,4.0,7.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,4.0,14.0,-7.0,0.543,0.5,0.0,4.3,2.0,15.6,1.7,0.0,18.9,23.9,94.0,134.0,6.0,-6.3
6,2022-10-30,24-201,LAC,W (+21),@,Jose Alvarado  ,NOP,0.0,18.533333333333335,0.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,2.9,11.3,0.0,0.0,0.0,12.2,46.0,105.0,-1.8,-17.0
7,2022-11-02,24-204,LAL,L (-3),@,Jose Alvarado  ,NOP,0.0,17.533333333333335,6.0,8.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,15.0,10.0,0.938,0.938,0.0,11.9,5.7,41.9,2.7,0.0,11.1,21.9,153.0,107.0,14.4,18.6
8,2022-11-04,24-206,GSW,W (+9),,Jose Alvarado  ,NOP,0.0,18.0,3.0,6.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,10.0,15.0,0.727,0.75,7.6,0.0,4.0,16.2,5.4,0.0,22.5,21.8,119.0,101.0,7.9,6.9
9,2022-11-05,24-207,ATL,L (-3),@,Jose Alvarado  ,NOP,0.0,15.65,2.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,5.0,5.0,0.5,0.5,0.0,6.5,3.1,33.7,0.0,5.1,16.7,14.9,111.0,113.0,4.3,2.2
10,2022-11-07,24-209,IND,L (-7),@,Jose Alvarado  ,NOP,0.0,14.266666666666667,0.0,5.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.085,0.0,7.0,8.4,7.6,21.0,3.4,0.0,14.5,20.2,55.0,127.0,-0.6,-16.9
11,2022-11-09,24-211,CHI,W (+4),@,Jose Alvarado  ,NOP,0.0,13.416666666666666,3.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,7.0,-4.0,0.643,0.6,8.5,16.6,12.6,22.9,0.0,0.0,0.0,16.8,151.0,114.0,6.6,3.5
12,2022-11-10,24-212,POR,L (-11),,Jose Alvarado  ,NOP,0.0,16.916666666666668,1.0,5.0,1.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,0.3,0.3,6.4,12.1,9.4,9.4,0.0,0.0,28.6,18.6,58.0,118.0,-0.9,-13.3
13,2022-11-12,24-214,HOU,W (+13),,Jose Alvarado  ,NOP,0.0,20.216666666666665,5.0,6.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,0.0,5.0,12.0,15.0,1.0,1.0,0.0,14.0,6.0,39.4,7.2,0.0,0.0,12.8,201.0,97.0,14.9,19.6
14,2022-11-15,24-217,MEM,W (+11),,Jose Alvarado  ,NOP,0.0,21.166666666666668,5.0,11.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,3.0,12.0,15.0,0.545,0.545,0.0,13.6,7.2,43.0,0.0,4.0,8.3,25.6,116.0,106.0,9.9,4.4
15,2022-11-16,24-218,CHI,W (+14),,Jose Alvarado  ,NOP,0.0,21.366666666666667,6.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,13.0,-1.0,0.874,0.857,5.3,11.0,8.1,7.6,0.0,0.0,11.8,17.5,152.0,117.0,10.3,-0.2
16,2022-11-18,24-220,BOS,L (-8),,Jose Alvarado  ,NOP,0.0,24.0,4.0,12.0,0.0,6.0,2.0,2.0,2.0,4.0,6.0,4.0,1.0,1.0,1.0,4.0,10.0,8.0,0.388,0.333,9.5,19.5,14.5,22.9,2.1,5.1,7.2,26.8,96.0,120.0,7.7,-5.5
17,2022-11-21,24-223,GSW,W (+45),,Jose Alvarado  ,NOP,0.0,16.2,4.0,7.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,10.0,12.0,0.714,0.714,0.0,6.9,3.5,23.9,8.7,0.0,0.0,18.2,157.0,71.0,11.7,16.3
18,2022-11-23,24-225,SAS,W (+19),@,Jose Alvarado  ,NOP,1.0,29.883333333333333,2.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,9.0,3.0,0.0,5.0,3.0,5.0,20.0,0.5,0.5,0.0,11.5,6.1,33.0,4.5,0.0,50.0,13.8,90.0,99.0,6.3,-1.1
19,2022-11-25,24-227,MEM,L (-21),@,Jose Alvarado  ,NOP,1.0,22.25,2.0,7.0,1.0,4.0,2.0,2.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,7.0,-24.0,0.444,0.357,0.0,20.1,9.9,13.2,2.2,0.0,11.3,17.0,93.0,130.0,5.5,-6.8
1,2022-10-19,29-029,OKC,W (+7),,Kyle Anderson  ,MIN,0.0,22.25,0.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,6.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,0.347,0.0,7.8,15.1,11.6,5.5,2.1,4.0,41.0,8.6,73.0,101.0,3.6,-3.6
2,2022-10-21,29-031,UTA,L (-6),,Kyle Anderson  ,MIN,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-7.2
3,2022-10-30,29-040,SAS,L (-9),@,Kyle Anderson  ,MIN,0.0,12.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,-3.0,1.136,0.0,7.1,26.8,15.8,38.4,0.0,0.0,0.0,2.8,226.0,110.0,5.2,4.1
4,2022-11-01,29-042,PHO,L (-9),@,Kyle Anderson  ,MIN,0.0,14.033333333333333,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-5.0,0.798,1.0,0.0,8.8,4.5,0.0,0.0,0.0,0.0,5.7,157.0,125.0,2.6,-2.8
5,2022-11-04,29-045,MIL,L (-13),,Kyle Anderson  ,MIN,0.0,20.533333333333335,1.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,11.0,0.515,0.333,0.0,15.9,7.2,19.1,0.0,5.0,20.5,9.9,105.0,111.0,4.2,0.6
6,2022-11-05,29-046,HOU,W (+12),,Kyle Anderson  ,MIN,1.0,30.65,6.0,7.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,6.0,3.0,0.0,1.0,3.0,16.0,13.0,0.962,1.0,5.2,8.0,6.8,23.7,4.6,0.0,10.7,12.9,178.0,111.0,19.4,11.9
7,2022-11-07,29-048,NYK,L (-13),,Kyle Anderson  ,MIN,1.0,24.766666666666666,4.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,9.0,-8.0,0.75,0.75,0.0,8.8,4.7,12.8,3.7,4.7,0.0,10.7,146.0,112.0,10.7,5.4
8,2022-11-09,29-050,PHO,L (-12),,Kyle Anderson  ,MIN,0.0,22.1,3.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,8.0,-17.0,0.82,0.75,0.0,0.0,0.0,25.2,0.0,3.5,0.0,9.5,182.0,132.0,9.9,7.5
9,2022-11-11,29-052,MEM,L (-11),@,Kyle Anderson  ,MIN,0.0,24.5,5.0,12.0,1.0,5.0,0.0,0.0,0.0,7.0,7.0,4.0,1.0,1.0,4.0,0.0,11.0,-5.0,0.458,0.458,0.0,33.4,17.4,28.8,2.1,3.6,25.0,30.5,75.0,114.0,7.2,-4.2
10,2022-11-13,29-054,CLE,W (+5),@,Kyle Anderson  ,MIN,0.0,21.466666666666665,2.0,5.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,3.0,6.0,17.0,0.6,0.6,0.0,12.9,7.7,26.9,2.3,0.0,0.0,10.2,158.0,125.0,7.5,6.1
11,2022-11-16,29-057,ORL,W (+18),@,Kyle Anderson  ,MIN,0.0,19.75,3.0,7.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,8.0,3.0,0.508,0.429,5.7,16.6,11.2,6.3,7.2,8.4,27.6,24.0,82.0,94.0,7.6,-1.5
12,2022-11-19,29-060,PHI,W (+3),@,Kyle Anderson  ,MIN,0.0,21.566666666666666,2.0,5.0,0.0,1.0,2.0,3.0,1.0,4.0,5.0,3.0,1.0,0.0,0.0,1.0,6.0,7.0,0.475,0.4,5.2,22.8,13.6,18.8,2.2,0.0,0.0,12.5,123.0,106.0,7.5,2.5
13,2022-11-23,29-064,IND,W (+14),@,Kyle Anderson  ,MIN,0.0,23.583333333333332,3.0,5.0,0.0,1.0,1.0,2.0,1.0,6.0,7.0,2.0,1.0,2.0,3.0,1.0,7.0,5.0,0.595,0.6,8.1,22.2,17.8,10.0,2.1,7.8,33.8,16.8,91.0,97.0,7.2,-0.6
14,2022-11-25,29-066,CHO,L (-2),@,Kyle Anderson  ,MIN,0.0,23.083333333333332,2.0,5.0,0.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,6.0,-7.0,0.51,0.4,4.1,17.0,10.4,11.3,2.0,9.7,14.5,11.9,106.0,99.0,7.9,3.4
15,2022-11-27,29-068,GSW,L (-23),,Kyle Anderson  ,MIN,0.0,19.016666666666666,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,0.667,0.667,0.0,22.9,9.7,7.4,2.4,0.0,50.0,13.2,65.0,129.0,1.1,-10.9
1,2022-10-20,27-318,PHI,W (+2),@,Giannis Antetokounmpo  ,MIL,1.0,36.083333333333336,9.0,16.0,1.0,3.0,2.0,5.0,0.0,13.0,13.0,8.0,1.0,3.0,1.0,4.0,21.0,13.0,0.577,0.594,0.0,36.8,18.8,48.3,1.4,6.8,5.2,25.0,120.0,86.0,22.2,17.5
2,2022-10-22,27-320,HOU,W (+20),,Giannis Antetokounmpo  ,MIL,1.0,27.633333333333333,17.0,21.0,2.0,3.0,8.0,13.0,2.0,10.0,12.0,3.0,0.0,0.0,4.0,2.0,44.0,23.0,0.823,0.857,8.7,32.2,22.2,28.2,0.0,0.0,13.0,48.4,139.0,103.0,35.8,19.0
3,2022-10-26,27-324,BRK,W (+11),,Giannis Antetokounmpo  ,MIL,1.0,37.86666666666667,16.0,25.0,1.0,4.0,10.0,14.0,2.0,12.0,14.0,5.0,1.0,3.0,7.0,4.0,43.0,5.0,0.69,0.66,5.8,32.4,19.5,33.9,1.2,6.4,18.3,40.7,119.0,92.0,33.3,15.8
4,2022-10-28,27-326,NYK,W (+11),,Giannis Antetokounmpo  ,MIL,1.0,38.916666666666664,11.0,22.0,1.0,6.0,7.0,11.0,0.0,14.0,14.0,9.0,1.0,1.0,2.0,0.0,30.0,27.0,0.559,0.523,0.0,32.0,15.1,39.0,1.2,2.1,6.9,28.0,122.0,100.0,27.6,13.9
